6.335987,D,NORMAL
7.039978,F,NORMAL
7.637324,J,NORMAL
8.362653,K,NORMAL
9.066644,D,NORMAL
9.791995,K,NORMAL
10.51732,D,NORMAL
11.22132,J,NORMAL
11.96798,K,NORMAL
12.60798,F,NORMAL
13.24798,K,NORMAL
13.90932,D,NORMAL
14.74131,J,NORMAL
15.40265,F,NORMAL
16.14932,K,NORMAL
16.81066,D,NORMAL
17.51465,J,NORMAL
18.21866,D,NORMAL
18.85866,F,NORMAL
19.51998,K,NORMAL
20.28798,D,NORMAL
21.03465,K,NORMAL
21.71733,F,NORMAL
22.35732,K,NORMAL
23.03998,J,NORMAL
23.72265,D,NORMAL
24.40533,D,NORMAL
25.08798,K,NORMAL
25.87733,D,NORMAL
25.87733,K,NORMAL
26.60265,F,NORMAL
27.32798,J,NORMAL
28.05331,J,NORMAL
28.05331,F,NORMAL
28.672,D,NORMAL
29.37599,K,NORMAL
30.10131,K,NORMAL
30.10131,D,NORMAL
30.80533,J,NORMAL
31.48798,D,NORMAL
32.21331,J,NORMAL
32.81066,F,NORMAL
33.53599,K,NORMAL
34.21866,D,NORMAL
34.98664,K,NORMAL
35.62664,F,NORMAL
36.33066,J,NORMAL
37.11998,D,NORMAL
37.11998,K,NORMAL
37.78131,F,NORMAL
38.48533,J,NORMAL
39.14664,J,NORMAL
39.14664,F,NORMAL
39.80798,D,NORMAL
40.512,J,NORMAL
41.23732,F,NORMAL
41.94131,F,NORMAL
42.62399,D,NORMAL
43.34932,K,NORMAL
43.98932,D,NORMAL
44.60798,J,NORMAL
45.37599,F,NORMAL
46.07998,K,NORMAL
46.71998,D,NORMAL
47.42399,J,NORMAL
48.17066,F,NORMAL
48.91732,D,NORMAL
48.91732,K,NORMAL
49.472,F,NORMAL
50.21866,J,NORMAL
50.90131,D,NORMAL
51.69066,F,NORMAL
51.69066,J,NORMAL
52.26664,D,NORMAL
52.97066,K,NORMAL
53.73866,D,NORMAL
54.48533,J,NORMAL
55.14664,F,NORMAL
55.87199,K,NORMAL
56.57598,D,NORMAL
57.23732,J,NORMAL
57.91998,F,NORMAL
58.60265,K,NORMAL
59.28533,D,NORMAL
59.98932,K,NORMAL
60.65066,F,NORMAL
61.43998,J,NORMAL
62.18665,F,NORMAL
62.18665,J,NORMAL
62.89066,D,NORMAL
62.89066,K,NORMAL
63.50932,F,NORMAL
64.27732,J,NORMAL
64.95998,D,NORMAL
65.62132,K,NORMAL
66.36798,F,NORMAL
67.072,J,NORMAL
67.73331,D,NORMAL
68.43732,D,NORMAL
69.07732,K,NORMAL
69.69598,K,NORMAL
70.50665,F,NORMAL
71.21066,F,NORMAL
71.78664,J,NORMAL
72.46932,J,NORMAL
73.25866,F,NORMAL
73.25866,J,NORMAL
73.87733,D,NORMAL
74.60265,K,NORMAL
75.37066,K,NORMAL
76.07465,D,NORMAL
76.69331,D,NORMAL
77.33331,J,NORMAL
78.10132,F,NORMAL
78.91199,J,NORMAL
79.61599,F,NORMAL
80.31998,K,NORMAL
80.95998,D,NORMAL
81.72798,J,NORMAL
82.41066,D,NORMAL
83.09331,F,NORMAL
83.83998,K,NORMAL
84.50131,D,NORMAL
84.50131,K,NORMAL
85.18399,F,NORMAL
85.93066,J,NORMAL
86.54932,J,NORMAL
87.31732,F,NORMAL
87.95732,F,NORMAL
88.57599,K,NORMAL
89.21599,D,NORMAL
90.02664,K,NORMAL
90.70932,D,NORMAL
91.43465,J,NORMAL
92.13866,F,NORMAL
92.79998,D,NORMAL
93.52533,K,NORMAL
94.14399,F,NORMAL
94.82664,J,NORMAL
95.61599,D,NORMAL
96.40533,K,NORMAL
97.15199,K,NORMAL
97.85599,J,NORMAL
98.53867,J,NORMAL
99.15733,F,NORMAL
99.83998,F,NORMAL
100.5013,D,NORMAL
101.2693,D,NORMAL
101.952,K,NORMAL
102.6987,J,NORMAL
103.3387,F,NORMAL
103.9787,K,NORMAL
104.6613,D,NORMAL
105.344,J,NORMAL
106.0266,F,NORMAL
106.9013,D,NORMAL
106.9013,K,NORMAL
108.4587,F,NORMAL
108.4587,J,NORMAL
