4.863991,D,NORMAL
5.205329,K,NORMAL
5.994648,F,NORMAL
6.143991,J,NORMAL
6.645329,K,NORMAL
6.997324,D,NORMAL
7.573311,J,NORMAL
7.903991,J,NORMAL
8.234649,F,NORMAL
8.607982,F,NORMAL
9.098662,D,NORMAL
9.418662,D,NORMAL
9.823991,K,NORMAL
10.14399,K,NORMAL
10.48533,F,NORMAL
10.80533,F,NORMAL
11.18932,J,NORMAL
11.56265,J,NORMAL
11.90399,D,NORMAL
12.21331,D,NORMAL
12.57599,K,NORMAL
12.91732,K,NORMAL
13.22664,F,NORMAL
13.55732,F,NORMAL
13.89866,J,NORMAL
14.23998,J,NORMAL
14.70932,K,NORMAL
14.70932,F,NORMAL
15.03998,D,NORMAL
15.03998,J,NORMAL
15.42399,F,NORMAL
15.79732,J,NORMAL
15.95732,D,NORMAL
16.26664,D,NORMAL
16.50132,K,NORMAL
16.89599,K,NORMAL
17.09866,F,NORMAL
17.56798,D,NORMAL
17.75998,K,NORMAL
17.91998,D,NORMAL
18.12265,J,NORMAL
18.26131,F,NORMAL
18.41066,J,NORMAL
18.61331,D,NORMAL
18.78399,D,NORMAL
19.08265,K,NORMAL
19.25331,K,NORMAL
19.59465,F,NORMAL
20.23465,D,NORMAL
20.31998,F,NORMAL
20.85331,J,NORMAL
20.91732,K,NORMAL
21.51465,K,NORMAL
21.51465,J,NORMAL
22.26131,F,NORMAL
22.26131,D,NORMAL
22.85866,D,NORMAL
23.22132,D,NORMAL
23.42399,K,NORMAL
23.76533,D,NORMAL
23.90399,K,NORMAL
24.02131,D,NORMAL
24.36265,J,NORMAL
24.36265,F,NORMAL
24.63998,F,NORMAL
24.63998,J,NORMAL
24.81066,J,NORMAL
24.81066,F,NORMAL
24.99199,K,NORMAL
25.02399,D,NORMAL
25.02399,F,NORMAL
25.34399,D,NORMAL
25.34399,K,NORMAL
25.84533,D,NORMAL
26.19732,D,NORMAL
26.58132,K,NORMAL
26.93331,K,NORMAL
27.28533,F,NORMAL
27.61599,F,NORMAL
27.96798,J,NORMAL
