4.458662,K,NORMAL
4.607982,D,NORMAL
4.607982,K,NORMAL
5.525329,F,NORMAL
5.525329,J,NORMAL
5.90932,D,NORMAL
5.90932,K,NORMAL
6.22932,D,NORMAL
6.22932,K,NORMAL
6.634648,F,NORMAL
6.634648,K,NORMAL
6.975986,K,NORMAL
6.975986,F,NORMAL
7.317324,D,NORMAL
7.317324,J,NORMAL
7.615986,D,NORMAL
7.615986,J,NORMAL
7.999977,F,NORMAL
7.999977,K,NORMAL
8.639977,D,NORMAL
8.639977,J,NORMAL
9.258662,F,NORMAL
9.685328,J,NORMAL
9.983991,D,NORMAL
10.30399,D,NORMAL
10.66664,K,NORMAL
11.32798,F,NORMAL
11.94664,J,NORMAL
12.60798,D,NORMAL
12.97066,K,NORMAL
13.29066,F,NORMAL
13.43998,J,NORMAL
13.632,F,NORMAL
13.78131,J,NORMAL
13.97331,D,NORMAL
14.16533,K,NORMAL
14.29331,D,NORMAL
14.57066,F,NORMAL
14.84798,F,NORMAL
15.01866,J,NORMAL
15.16798,J,NORMAL
15.35998,D,NORMAL
15.552,D,NORMAL
15.67998,D,NORMAL
16.06399,K,NORMAL
16.38399,K,NORMAL
16.66132,F,NORMAL
16.832,J,NORMAL
17.02399,F,NORMAL
17.27998,D,NORMAL
17.53599,D,NORMAL
17.85599,F,NORMAL
17.98399,J,NORMAL
18.15465,F,NORMAL
18.53866,F,NORMAL
18.53866,K,NORMAL
18.87998,D,NORMAL
18.87998,J,NORMAL
19.32798,F,NORMAL
19.32798,K,NORMAL
19.88265,D,NORMAL
20.22399,K,NORMAL
20.54399,F,NORMAL
20.65066,J,NORMAL
20.75732,F,NORMAL
20.82132,J,NORMAL
20.90664,F,NORMAL
20.97066,J,NORMAL
21.09866,F,NORMAL
21.09866,J,NORMAL
21.46132,D,NORMAL
21.46132,K,NORMAL
21.82399,D,NORMAL
21.82399,K,NORMAL
22.14399,D,NORMAL
22.14399,K,NORMAL
22.42131,D,NORMAL
22.42131,K,NORMAL
22.78399,F,NORMAL
22.78399,J,NORMAL
23.12533,F,NORMAL
23.12533,J,NORMAL
23.44533,F,NORMAL
23.44533,J,NORMAL
23.72265,F,NORMAL
23.72265,J,NORMAL
24.04265,D,NORMAL
24.38399,D,NORMAL
24.72533,D,NORMAL
24.98132,D,NORMAL
25.38664,J,NORMAL
25.74932,J,NORMAL
26.13331,J,NORMAL
26.38932,J,NORMAL
26.81599,F,NORMAL
27.15732,F,NORMAL
27.54132,F,NORMAL
27.77599,F,NORMAL
28.20265,K,NORMAL
28.50132,K,NORMAL
28.79998,K,NORMAL
29.09866,K,NORMAL
29.50399,D,NORMAL
29.50399,K,NORMAL
30.18664,F,NORMAL
30.18664,J,NORMAL
30.71998,D,NORMAL
30.86932,K,NORMAL
31.03998,F,NORMAL
31.18932,J,NORMAL
31.40265,D,NORMAL
31.59465,K,NORMAL
31.76533,D,NORMAL
32.19199,D,NORMAL
32.53331,J,NORMAL
32.68265,J,NORMAL
32.85331,F,NORMAL
33.19465,F,NORMAL
33.53599,K,NORMAL
33.87732,K,NORMAL
34.06932,F,NORMAL
34.30399,F,NORMAL
34.49599,F,NORMAL
34.85866,D,NORMAL
35.17866,D,NORMAL
35.56265,J,NORMAL
35.71199,J,NORMAL
36.13866,F,NORMAL
36.50132,F,NORMAL
36.84265,K,NORMAL
37.03465,K,NORMAL
37.16265,K,NORMAL
37.52533,D,NORMAL
38.25066,K,NORMAL
38.93331,F,NORMAL
39.63733,J,NORMAL
40.14932,D,NORMAL
40.27732,K,NORMAL
40.40533,F,NORMAL
40.55465,J,NORMAL
40.70399,F,NORMAL
40.95998,J,NORMAL
41.10932,F,NORMAL
41.30132,K,NORMAL
41.45066,D,NORMAL
41.57866,K,NORMAL
41.91998,D,NORMAL
42.09066,K,NORMAL
42.87998,D,NORMAL
43.22131,F,NORMAL
