3.366894,D
3.691973,F
4.040272,J
4.388571,K
5.06195,K
5.38703,K
6.130068,D
6.431927,F
6.733787,J
7.082086,K
7.732245,K
8.057324,K
8.707483,K
9.079002,J
9.380861,F
10.1239,K
10.42576,J
10.72762,F
11.401,D
11.72608,F
12.02794,J
12.37624,K
13.02639,K
13.35147,K
14.04807,D
14.37315,F
14.74467,J
15.09297,K
15.76635,K
16.04499,K
16.69515,D
16.99701,F
17.34531,J
18.11156,K
18.3902,J
18.7385,F
19.4351,D
19.76018,F
20.1317,J
20.75864,K
21.0605,J
21.4088,F
22.08218,D
22.40726,F
22.73234,J
23.10386,K
24.10231,K
24.77569,K
25.07755,J
25.42585,F
25.75093,D
26.44753,D
26.74939,D
27.39955,D
27.74785,F
28.07293,J
28.398,K
29.39646,K
30.06984,K
30.39492,J
30.69678,F
31.0683,D
31.78812,D
32.06676,D
32.78658,D
33.08844,F
33.41351,J
33.73859,K
34.76027,K
35.43365,K
35.73551,J
36.08381,F
36.43211,D
37.15193,D
37.40735,D
38.10395,K
38.42902,J
38.73088,F
39.42748,K
39.6829,J
40.05442,F
40.75102,D
41.4244,F
42.09778,J
42.8176,K
43.44453,D
43.44453,F
43.46775,K
43.49097,J
44.41977,D
45.06993,F
45.44145,J
46.09161,K
46.74177,J
47.39193,D
47.74023,F
48.06531,J
48.71547,K
49.08698,J
49.41206,F
50.06222,D
50.3873,F
50.7356,J
51.38576,K
51.73406,D
52.05914,K
52.68608,F
53.0576,J
53.35946,F
54.07927,J
54.10249,K
54.70621,D
54.72943,F
55.40281,K
55.40281,J
56.00653,D
56.00653,F
56.70313,D
57.02821,F
57.37651,J
58.0731,D
58.42141,F
58.76971,J
59.41986,K
59.72172,J
60.07002,F
60.72018,K
61.06848,J
61.37034,F
62.04372,K
62.3688,D
62.74032,K
63.39048,J
63.66912,F
64.01742,J
64.66757,J
64.66757,K
65.38739,F
65.38739,D
66.03755,J
66.06077,K
66.64127,F
66.66449,D
67.31465,J
67.36109,K
67.96481,F
67.98803,D
68.63818,J
68.63818,K
69.358,J
69.358,F
69.358,D
69.358,K
69.98494,D
70.65833,F
71.35492,J
72.05152,K
72.77134,J
73.0732,F
74.14131,D
74.46639,F
74.76826,J
75.32553,D
75.69705,F
76.04535,J
76.74195,K
77.09025,J
77.39211,F
78.01905,D
78.39056,F
78.71564,J
79.04073,K
79.38902,J
79.69089,F
80.03918,D
80.78222,K
81.1073,J
81.78068,K
82.12898,J
82.70948,K
83.05778,J
83.38286,K
83.75438,J
84.7064,F
85.0547,D
85.40299,F
85.75129,J
86.07637,K
86.74975,D
87.12127,F
87.21415,J
87.84109,K
88.16617,J
88.72345,D
89.04852,F
89.3736,J
90.02377,K
90.37206,J
90.69714,F
91.34731,D
91.37052,K
92.02068,F
92.0439,J
92.69406,D
92.71728,K
93.27456,J
93.29778,K
93.99438,F
93.99438,D
94.5981,J
94.62132,K
95.36436,K
95.36436,D
96.71111,F
97.08263,J
97.40771,K
97.68635,D
98.08109,F
98.38295,K
98.73125,D
99.40462,J
102.2607,D
102.6322,F
103.0269,J
