3.346009,D
3.647869,F
3.949728,J
4.298027,K
5.946644,D
6.248504,F
6.620023,J
6.921882,K
8.59372,D
8.9188,F
9.29032,J
9.59218,K
9.9637,K
10.312,K
10.63707,K
11.28723,K
11.61231,J
11.93739,F
12.23925,D
13.79499,K
14.25939,J
14.65413,F
14.95599,D
16.65104,K
16.9529,J
17.27798,F
17.95136,K
18.27644,J
18.60152,F
19.2749,K
19.59998,J
19.9715,F
20.62165,D
21.24859,D
21.94519,D
22.31671,F
22.61857,J
22.99009,K
24.59227,D
24.94057,F
25.21921,J
25.63717,K
27.21612,D
27.56442,F
27.95916,J
28.30746,K
29.90964,D
30.25794,F
30.60624,J
30.95454,K
32.57993,D
32.95145,F
33.27653,J
33.62483,K
35.29667,K
35.62175,J
35.97005,F
36.2719,D
37.99018,K
38.29204,J
38.64034,F
38.91898,D
39.6388,K
39.96388,D
40.61404,J
41.31063,F
41.98401,J
43.23789,D
43.28433,K
44.32923,D
44.97939,F
45.30447,J
45.60633,K
45.88497,D
46.21004,F
46.62801,J
46.92986,K
47.25494,D
48.97322,K
49.25186,D
49.60016,K
49.94846,D
50.27354,K
50.66828,J
50.94691,J
51.31844,F
51.6203,K
51.96859,D
52.27045,K
52.61875,D
52.94383,K
53.29213,D
54.33703,J
54.59245,F
54.96397,K
55.28905,K
55.61413,D
55.89277,F
56.31073,J
56.61258,K
56.91444,D
57.30919,K
57.61104,D
57.7968,K
58.23798,F
59.60796,D
59.86338,F
60.28134,J
60.5832,K
61.25658,D
61.53522,F
61.97639,J
62.34792,K
62.62656,J
62.92841,F
63.20705,D
63.62501,K
63.95009,J
64.25195,F
64.64669,K
65.27363,D
65.85413,K
65.87735,J
66.5275,F
66.5275,D
67.22411,J
67.24732,K
67.87426,F
67.87426,D
68.52442,J
68.52442,K
69.1978,J
69.1978,D
69.1978,F
69.22102,K
69.8944,K
70.89286,F
71.17149,J
71.61268,K
71.91454,F
72.30927,J
72.65757,K
72.91299,F
74.30619,J
74.63127,K
74.90991,F
75.07245,J
75.32787,K
75.65295,F
77.62664,D
77.90528,F
78.30003,J
78.60188,K
79.29848,K
79.62356,J
79.94864,F
80.64524,F
81.27218,J
81.78301,K
82.24741,J
82.59571,J
82.96723,F
83.29231,J
83.61739,K
84.94093,J
85.28923,F
85.63753,D
85.96261,J
86.96107,F
87.1236,D
88.28461,K
88.58646,D
88.93476,J
89.23662,F
89.60814,K
89.91,D
90.28152,K
90.6066,D
91.21032,J
91.21032,K
91.55862,J
91.58184,K
91.8837,J
91.8837,K
92.55708,F
92.58029,D
92.90537,F
92.95181,D
93.23045,F
93.23045,D
93.90383,J
93.92706,K
94.27535,J
94.27535,K
95.22737,F
95.22737,D
95.25059,J
95.25059,K
96.59734,D
96.94565,F
97.24751,J
97.61903,K
97.9441,K
98.2692,J
98.5943,F
98.9193,D
